conversation_id,speaker_role,agent_claimed_identity,agent_question_type,agent_utterance,customer_utterance,customer_response_type,relationship_detected,relationship_keywords,sensitive_info_requested,sensitive_info_revealed,risk_label
5134,agent_to_customer,relative,otp,Please tell me your otp,I cannot share my otp,deny,yes,mother,otp,no,low
5135,agent_to_customer,relative,pin,Please tell me your pin,"You are my friend, so here it is",reveal,yes,friend,pin,yes,medium
5136,agent_to_customer,relative,pin,Please tell me your pin,I cannot share my pin,deny,yes,friend,pin,no,low
5137,agent_to_customer,telecom_agent,login_password,Please tell me your login password,My login password is shared,reveal,no,,login_password,yes,high
5138,agent_to_customer,telecom_agent,login_password,Please tell me your login password,I cannot share my login password,deny,no,,login_password,no,low
5139,agent_to_customer,relative,cvv,Please tell me your cvv,"You are my son, so here it is",reveal,yes,son,cvv,yes,medium
5140,agent_to_customer,relative,cvv,Please tell me your cvv,I cannot share my cvv,deny,yes,son,cvv,no,low
5141,agent_to_customer,relative,cvv,Please tell me your cvv,"You are my father, so here it is",reveal,yes,father,cvv,yes,medium
5142,agent_to_customer,relative,cvv,Please tell me your cvv,I cannot share my cvv,deny,yes,father,cvv,no,low
5143,agent_to_customer,bank_agent,aadhaar,Please tell me your aadhaar,My aadhaar is shared,reveal,no,,aadhaar,yes,high
5144,agent_to_customer,bank_agent,aadhaar,Please tell me your aadhaar,I cannot share my aadhaar,deny,no,,aadhaar,no,low
5145,agent_to_customer,telecom_agent,otp,Please tell me your otp,My otp is shared,reveal,no,,otp,yes,high
5146,agent_to_customer,telecom_agent,otp,Please tell me your otp,I cannot share my otp,deny,no,,otp,no,low
5147,agent_to_customer,unknown,otp,Please tell me your otp,My otp is shared,reveal,no,,otp,yes,high
5148,agent_to_customer,unknown,otp,Please tell me your otp,I cannot share my otp,deny,no,,otp,no,low
5149,agent_to_customer,telecom_agent,login_password,Please tell me your login password,My login password is shared,reveal,no,,login_password,yes,high
5150,agent_to_customer,telecom_agent,login_password,Please tell me your login password,I cannot share my login password,deny,no,,login_password,no,low
5151,agent_to_customer,bank_agent,aadhaar,Please tell me your aadhaar,My aadhaar is shared,reveal,no,,aadhaar,yes,high
5152,agent_to_customer,bank_agent,aadhaar,Please tell me your aadhaar,I cannot share my aadhaar,deny,no,,aadhaar,no,low
5153,agent_to_customer,unknown,login_password,Please tell me your login password,My login password is shared,reveal,no,,login_password,yes,high
5154,agent_to_customer,unknown,login_password,Please tell me your login password,I cannot share my login password,deny,no,,login_password,no,low
5155,agent_to_customer,telecom_agent,pin,Please tell me your pin,My pin is shared,reveal,no,,pin,yes,high
5156,agent_to_customer,telecom_agent,pin,Please tell me your pin,I cannot share my pin,deny,no,,pin,no,low
5157,agent_to_customer,telecom_agent,cvv,Please tell me your cvv,My cvv is shared,reveal,no,,cvv,yes,high
5158,agent_to_customer,telecom_agent,cvv,Please tell me your cvv,I cannot share my cvv,deny,no,,cvv,no,low
5159,agent_to_customer,telecom_agent,account_number,Please tell me your account number,My account number is shared,reveal,no,,account_number,yes,high
5160,agent_to_customer,telecom_agent,account_number,Please tell me your account number,I cannot share my account number,deny,no,,account_number,no,low
5161,agent_to_customer,telecom_agent,account_number,Please tell me your account number,My account number is shared,reveal,no,,account_number,yes,high
5162,agent_to_customer,telecom_agent,account_number,Please tell me your account number,I cannot share my account number,deny,no,,account_number,no,low
5163,agent_to_customer,bank_agent,pin,Please tell me your pin,My pin is shared,reveal,no,,pin,yes,high
5164,agent_to_customer,bank_agent,pin,Please tell me your pin,I cannot share my pin,deny,no,,pin,no,low
5165,agent_to_customer,relative,account_number,Please tell me your account number,"You are my friend, so here it is",reveal,yes,friend,account_number,yes,medium
5166,agent_to_customer,relative,account_number,Please tell me your account number,I cannot share my account number,deny,yes,friend,account_number,no,low
5167,agent_to_customer,telecom_agent,aadhaar,Please tell me your aadhaar,My aadhaar is shared,reveal,no,,aadhaar,yes,high
5168,agent_to_customer,telecom_agent,aadhaar,Please tell me your aadhaar,I cannot share my aadhaar,deny,no,,aadhaar,no,low
5169,agent_to_customer,telecom_agent,login_password,Please tell me your login password,My login password is shared,reveal,no,,login_password,yes,high
5170,agent_to_customer,telecom_agent,login_password,Please tell me your login password,I cannot share my login password,deny,no,,login_password,no,low
5171,agent_to_customer,relative,otp,Please tell me your otp,"You are my friend, so here it is",reveal,yes,friend,otp,yes,medium
5172,agent_to_customer,relative,otp,Please tell me your otp,I cannot share my otp,deny,yes,friend,otp,no,low
5173,agent_to_customer,telecom_agent,cvv,Please tell me your cvv,My cvv is shared,reveal,no,,cvv,yes,high
5174,agent_to_customer,telecom_agent,cvv,Please tell me your cvv,I cannot share my cvv,deny,no,,cvv,no,low
5175,agent_to_customer,unknown,account_number,Please tell me your account number,My account number is shared,reveal,no,,account_number,yes,high
5176,agent_to_customer,unknown,account_number,Please tell me your account number,I cannot share my account number,deny,no,,account_number,no,low
5177,agent_to_customer,unknown,otp,Please tell me your otp,My otp is shared,reveal,no,,otp,yes,high
5178,agent_to_customer,unknown,otp,Please tell me your otp,I cannot share my otp,deny,no,,otp,no,low
5179,agent_to_customer,bank_agent,cvv,Please tell me your cvv,My cvv is shared,reveal,no,,cvv,yes,high
5180,agent_to_customer,bank_agent,cvv,Please tell me your cvv,I cannot share my cvv,deny,no,,cvv,no,low
5181,agent_to_customer,bank_agent,otp,Please tell me your otp,My otp is shared,reveal,no,,otp,yes,high
5182,agent_to_customer,bank_agent,otp,Please tell me your otp,I cannot share my otp,deny,no,,otp,no,low
5183,agent_to_customer,bank_agent,upi,Please tell me your upi,My upi is shared,reveal,no,,upi,yes,high
5184,agent_to_customer,bank_agent,upi,Please tell me your upi,I cannot share my upi,deny,no,,upi,no,low
5185,agent_to_customer,unknown,otp,Please tell me your otp,My otp is shared,reveal,no,,otp,yes,high
5186,agent_to_customer,unknown,otp,Please tell me your otp,I cannot share my otp,deny,no,,otp,no,low
5187,agent_to_customer,relative,aadhaar,Please tell me your aadhaar,"You are my son, so here it is",reveal,yes,son,aadhaar,yes,medium
5188,agent_to_customer,relative,aadhaar,Please tell me your aadhaar,I cannot share my aadhaar,deny,yes,son,aadhaar,no,low
5189,agent_to_customer,bank_agent,aadhaar,Please tell me your aadhaar,My aadhaar is shared,reveal,no,,aadhaar,yes,high
5190,agent_to_customer,bank_agent,aadhaar,Please tell me your aadhaar,I cannot share my aadhaar,deny,no,,aadhaar,no,low
5191,agent_to_customer,bank_agent,account_number,Please tell me your account number,My account number is shared,reveal,no,,account_number,yes,high
5192,agent_to_customer,bank_agent,account_number,Please tell me your account number,I cannot share my account number,deny,no,,account_number,no,low
5193,agent_to_customer,bank_agent,pin,Please tell me your pin,My pin is shared,reveal,no,,pin,yes,high
5194,agent_to_customer,bank_agent,pin,Please tell me your pin,I cannot share my pin,deny,no,,pin,no,low
5195,agent_to_customer,unknown,otp,Please tell me your otp,My otp is shared,reveal,no,,otp,yes,high
5196,agent_to_customer,unknown,otp,Please tell me your otp,I cannot share my otp,deny,no,,otp,no,low
5197,agent_to_customer,unknown,upi,Please tell me your upi,My upi is shared,reveal,no,,upi,yes,high
5198,agent_to_customer,unknown,upi,Please tell me your upi,I cannot share my upi,deny,no,,upi,no,low
5199,agent_to_customer,bank_agent,upi,Please tell me your upi,My upi is shared,reveal,no,,upi,yes,high
5200,agent_to_customer,bank_agent,upi,Please tell me your upi,I cannot share my upi,deny,no,,upi,no,low
5201,agent_to_customer,telecom_agent,pin,Please tell me your pin,My pin is shared,reveal,no,,pin,yes,high
5202,agent_to_customer,telecom_agent,pin,Please tell me your pin,I cannot share my pin,deny,no,,pin,no,low
5203,agent_to_customer,bank_agent,cvv,Please tell me your cvv,My cvv is shared,reveal,no,,cvv,yes,high
5204,agent_to_customer,bank_agent,cvv,Please tell me your cvv,I cannot share my cvv,deny,no,,cvv,no,low
5205,agent_to_customer,relative,upi,Please tell me your upi,"You are my son, so here it is",reveal,yes,son,upi,yes,medium
5206,agent_to_customer,relative,upi,Please tell me your upi,I cannot share my upi,deny,yes,son,upi,no,low
5207,agent_to_customer,bank_agent,upi,Please tell me your upi,My upi is shared,reveal,no,,upi,yes,high
5208,agent_to_customer,bank_agent,upi,Please tell me your upi,I cannot share my upi,deny,no,,upi,no,low
5209,agent_to_customer,relative,aadhaar,Please tell me your aadhaar,"You are my friend, so here it is",reveal,yes,friend,aadhaar,yes,medium
5210,agent_to_customer,relative,aadhaar,Please tell me your aadhaar,I cannot share my aadhaar,deny,yes,friend,aadhaar,no,low
5211,agent_to_customer,unknown,aadhaar,Please tell me your aadhaar,My aadhaar is shared,reveal,no,,aadhaar,yes,high
5212,agent_to_customer,unknown,aadhaar,Please tell me your aadhaar,I cannot share my aadhaar,deny,no,,aadhaar,no,low
5213,agent_to_customer,telecom_agent,otp,Please tell me your otp,My otp is shared,reveal,no,,otp,yes,high
5214,agent_to_customer,telecom_agent,otp,Please tell me your otp,I cannot share my otp,deny,no,,otp,no,low
5215,agent_to_customer,unknown,login_password,Please tell me your login password,My login password is shared,reveal,no,,login_password,yes,high
5216,agent_to_customer,unknown,login_password,Please tell me your login password,I cannot share my login password,deny,no,,login_password,no,low
5217,agent_to_customer,relative,cvv,Please tell me your cvv,"You are my mother, so here it is",reveal,yes,mother,cvv,yes,medium
5218,agent_to_customer,relative,cvv,Please tell me your cvv,I cannot share my cvv,deny,yes,mother,cvv,no,low
5219,agent_to_customer,bank_agent,upi,Please tell me your upi,My upi is shared,reveal,no,,upi,yes,high
5220,agent_to_customer,bank_agent,upi,Please tell me your upi,I cannot share my upi,deny,no,,upi,no,low
5221,agent_to_customer,unknown,pin,Please tell me your pin,My pin is shared,reveal,no,,pin,yes,high
5222,agent_to_customer,unknown,pin,Please tell me your pin,I cannot share my pin,deny,no,,pin,no,low
5223,agent_to_customer,telecom_agent,upi,Please tell me your upi,My upi is shared,reveal,no,,upi,yes,high
5224,agent_to_customer,telecom_agent,upi,Please tell me your upi,I cannot share my upi,deny,no,,upi,no,low
5225,agent_to_customer,relative,otp,Please tell me your otp,"You are my father, so here it is",reveal,yes,father,otp,yes,medium
5226,agent_to_customer,relative,otp,Please tell me your otp,I cannot share my otp,deny,yes,father,otp,no,low
5227,agent_to_customer,telecom_agent,account_number,Please tell me your account number,My account number is shared,reveal,no,,account_number,yes,high
5228,agent_to_customer,telecom_agent,account_number,Please tell me your account number,I cannot share my account number,deny,no,,account_number,no,low
5229,agent_to_customer,unknown,aadhaar,Please tell me your aadhaar,My aadhaar is shared,reveal,no,,aadhaar,yes,high
5230,agent_to_customer,unknown,aadhaar,Please tell me your aadhaar,I cannot share my aadhaar,deny,no,,aadhaar,no,low
5231,agent_to_customer,relative,cvv,Please tell me your cvv,"You are my brother, so here it is",reveal,yes,brother,cvv,yes,medium
5232,agent_to_customer,relative,cvv,Please tell me your cvv,I cannot share my cvv,deny,yes,brother,cvv,no,low
5233,agent_to_customer,relative,login_password,Please tell me your login password,"You are my mother, so here it is",reveal,yes,mother,login_password,yes,medium
5234,agent_to_customer,relative,login_password,Please tell me your login password,I cannot share my login password,deny,yes,mother,login_password,no,low
5235,agent_to_customer,unknown,login_password,Please tell me your login password,My login password is shared,reveal,no,,login_password,yes,high
5236,agent_to_customer,unknown,login_password,Please tell me your login password,I cannot share my login password,deny,no,,login_password,no,low
5237,agent_to_customer,relative,pin,Please tell me your pin,"You are my brother, so here it is",reveal,yes,brother,pin,yes,medium
5238,agent_to_customer,relative,pin,Please tell me your pin,I cannot share my pin,deny,yes,brother,pin,no,low
5239,agent_to_customer,bank_agent,upi,Please tell me your upi,My upi is shared,reveal,no,,upi,yes,high
5240,agent_to_customer,bank_agent,upi,Please tell me your upi,I cannot share my upi,deny,no,,upi,no,low
5241,agent_to_customer,unknown,aadhaar,Please tell me your aadhaar,My aadhaar is shared,reveal,no,,aadhaar,yes,high
5242,agent_to_customer,unknown,aadhaar,Please tell me your aadhaar,I cannot share my aadhaar,deny,no,,aadhaar,no,low
5243,agent_to_customer,relative,otp,Please tell me your otp,"You are my friend, so here it is",reveal,yes,friend,otp,yes,medium
5244,agent_to_customer,relative,otp,Please tell me your otp,I cannot share my otp,deny,yes,friend,otp,no,low
5245,agent_to_customer,unknown,account_number,Please tell me your account number,My account number is shared,reveal,no,,account_number,yes,high
5246,agent_to_customer,unknown,account_number,Please tell me your account number,I cannot share my account number,deny,no,,account_number,no,low
5247,agent_to_customer,bank_agent,account_number,Please tell me your account number,My account number is shared,reveal,no,,account_number,yes,high
5248,agent_to_customer,bank_agent,account_number,Please tell me your account number,I cannot share my account number,deny,no,,account_number,no,low
5249,agent_to_customer,bank_agent,account_number,Please tell me your account number,My account number is shared,reveal,no,,account_number,yes,high
5250,agent_to_customer,bank_agent,account_number,Please tell me your account number,I cannot share my account number,deny,no,,account_number,no,low
5251,agent_to_customer,unknown,upi,Please tell me your upi,My upi is shared,reveal,no,,upi,yes,high
5252,agent_to_customer,unknown,upi,Please tell me your upi,I cannot share my upi,deny,no,,upi,no,low
5253,agent_to_customer,bank_agent,upi,Please tell me your upi,My upi is shared,reveal,no,,upi,yes,high
5254,agent_to_customer,bank_agent,upi,Please tell me your upi,I cannot share my upi,deny,no,,upi,no,low
5255,agent_to_customer,telecom_agent,login_password,Please tell me your login password,My login password is shared,reveal,no,,login_password,yes,high
5256,agent_to_customer,telecom_agent,login_password,Please tell me your login password,I cannot share my login password,deny,no,,login_password,no,low
5257,agent_to_customer,relative,pin,Please tell me your pin,"You are my father, so here it is",reveal,yes,father,pin,yes,medium
5258,agent_to_customer,relative,pin,Please tell me your pin,I cannot share my pin,deny,yes,father,pin,no,low
5259,agent_to_customer,unknown,pin,Please tell me your pin,My pin is shared,reveal,no,,pin,yes,high
5260,agent_to_customer,unknown,pin,Please tell me your pin,I cannot share my pin,deny,no,,pin,no,low
5261,agent_to_customer,telecom_agent,aadhaar,Please tell me your aadhaar,My aadhaar is shared,reveal,no,,aadhaar,yes,high
5262,agent_to_customer,telecom_agent,aadhaar,Please tell me your aadhaar,I cannot share my aadhaar,deny,no,,aadhaar,no,low
5263,agent_to_customer,relative,otp,Please tell me your otp,"You are my brother, so here it is",reveal,yes,brother,otp,yes,medium
5264,agent_to_customer,relative,otp,Please tell me your otp,I cannot share my otp,deny,yes,brother,otp,no,low
5265,agent_to_customer,bank_agent,otp,Please tell me your otp,My otp is shared,reveal,no,,otp,yes,high
5266,agent_to_customer,bank_agent,otp,Please tell me your otp,I cannot share my otp,deny,no,,otp,no,low
5267,agent_to_customer,relative,otp,Please tell me your otp,"You are my mother, so here it is",reveal,yes,mother,otp,yes,medium
5268,agent_to_customer,relative,otp,Please tell me your otp,I cannot share my otp,deny,yes,mother,otp,no,low
5269,agent_to_customer,relative,pin,Please tell me your pin,"You are my brother, so here it is",reveal,yes,brother,pin,yes,medium
5270,agent_to_customer,relative,pin,Please tell me your pin,I cannot share my pin,deny,yes,brother,pin,no,low
5271,agent_to_customer,relative,pin,Please tell me your pin,"You are my son, so here it is",reveal,yes,son,pin,yes,medium
5272,agent_to_customer,relative,pin,Please tell me your pin,I cannot share my pin,deny,yes,son,pin,no,low
5273,agent_to_customer,unknown,upi,Please tell me your upi,My upi is shared,reveal,no,,upi,yes,high
5274,agent_to_customer,unknown,upi,Please tell me your upi,I cannot share my upi,deny,no,,upi,no,low
5275,agent_to_customer,telecom_agent,upi,Please tell me your upi,My upi is shared,reveal,no,,upi,yes,high
5276,agent_to_customer,telecom_agent,upi,Please tell me your upi,I cannot share my upi,deny,no,,upi,no,low
5277,agent_to_customer,telecom_agent,login_password,Please tell me your login password,My login password is shared,reveal,no,,login_password,yes,high
5278,agent_to_customer,telecom_agent,login_password,Please tell me your login password,I cannot share my login password,deny,no,,login_password,no,low
5279,agent_to_customer,relative,pin,Please tell me your pin,"You are my brother, so here it is",reveal,yes,brother,pin,yes,medium
5280,agent_to_customer,relative,pin,Please tell me your pin,I cannot share my pin,deny,yes,brother,pin,no,low
5281,agent_to_customer,telecom_agent,login_password,Please tell me your login password,My login password is shared,reveal,no,,login_password,yes,high
5282,agent_to_customer,telecom_agent,login_password,Please tell me your login password,I cannot share my login password,deny,no,,login_password,no,low
5283,agent_to_customer,bank_agent,account_number,Please tell me your account number,My account number is shared,reveal,no,,account_number,yes,high
5284,agent_to_customer,bank_agent,account_number,Please tell me your account number,I cannot share my account number,deny,no,,account_number,no,low
5285,agent_to_customer,bank_agent,aadhaar,Please tell me your aadhaar,My aadhaar is shared,reveal,no,,aadhaar,yes,high
5286,agent_to_customer,bank_agent,aadhaar,Please tell me your aadhaar,I cannot share my aadhaar,deny,no,,aadhaar,no,low
5287,agent_to_customer,unknown,cvv,Please tell me your cvv,My cvv is shared,reveal,no,,cvv,yes,high
5288,agent_to_customer,unknown,cvv,Please tell me your cvv,I cannot share my cvv,deny,no,,cvv,no,low
5289,agent_to_customer,bank_agent,otp,Please tell me your otp,My otp is shared,reveal,no,,otp,yes,high
5290,agent_to_customer,bank_agent,otp,Please tell me your otp,I cannot share my otp,deny,no,,otp,no,low
5291,agent_to_customer,bank_agent,upi,Please tell me your upi,My upi is shared,reveal,no,,upi,yes,high
5292,agent_to_customer,bank_agent,upi,Please tell me your upi,I cannot share my upi,deny,no,,upi,no,low
5293,agent_to_customer,telecom_agent,login_password,Please tell me your login password,My login password is shared,reveal,no,,login_password,yes,high
5294,agent_to_customer,telecom_agent,login_password,Please tell me your login password,I cannot share my login password,deny,no,,login_password,no,low
5295,agent_to_customer,bank_agent,otp,Please tell me your otp,My otp is shared,reveal,no,,otp,yes,high
5296,agent_to_customer,bank_agent,otp,Please tell me your otp,I cannot share my otp,deny,no,,otp,no,low
5297,agent_to_customer,telecom_agent,aadhaar,Please tell me your aadhaar,My aadhaar is shared,reveal,no,,aadhaar,yes,high
5298,agent_to_customer,telecom_agent,aadhaar,Please tell me your aadhaar,I cannot share my aadhaar,deny,no,,aadhaar,no,low
5299,agent_to_customer,bank_agent,cvv,Please tell me your cvv,My cvv is shared,reveal,no,,cvv,yes,high
5300,agent_to_customer,bank_agent,cvv,Please tell me your cvv,I cannot share my cvv,deny,no,,cvv,no,low
5301,agent_to_customer,bank_agent,pin,Please tell me your pin,My pin is shared,reveal,no,,pin,yes,high
5302,agent_to_customer,bank_agent,pin,Please tell me your pin,I cannot share my pin,deny,no,,pin,no,low
5303,agent_to_customer,unknown,upi,Please tell me your upi,My upi is shared,reveal,no,,upi,yes,high
5304,agent_to_customer,unknown,upi,Please tell me your upi,I cannot share my upi,deny,no,,upi,no,low
5305,agent_to_customer,unknown,cvv,Please tell me your cvv,My cvv is shared,reveal,no,,cvv,yes,high
5306,agent_to_customer,unknown,cvv,Please tell me your cvv,I cannot share my cvv,deny,no,,cvv,no,low
5307,agent_to_customer,relative,pin,Please tell me your pin,"You are my brother, so here it is",reveal,yes,brother,pin,yes,medium
5308,agent_to_customer,relative,pin,Please tell me your pin,I cannot share my pin,deny,yes,brother,pin,no,low
5309,agent_to_customer,relative,account_number,Please tell me your account number,"You are my brother, so here it is",reveal,yes,brother,account_number,yes,medium
5310,agent_to_customer,relative,account_number,Please tell me your account number,I cannot share my account number,deny,yes,brother,account_number,no,low
5311,agent_to_customer,unknown,otp,Please tell me your otp,My otp is shared,reveal,no,,otp,yes,high
5312,agent_to_customer,unknown,otp,Please tell me your otp,I cannot share my otp,deny,no,,otp,no,low
5313,agent_to_customer,unknown,account_number,Please tell me your account number,My account number is shared,reveal,no,,account_number,yes,high
5314,agent_to_customer,unknown,account_number,Please tell me your account number,I cannot share my account number,deny,no,,account_number,no,low
5315,agent_to_customer,bank_agent,login_password,Please tell me your login password,My login password is shared,reveal,no,,login_password,yes,high
5316,agent_to_customer,bank_agent,login_password,Please tell me your login password,I cannot share my login password,deny,no,,login_password,no,low
5317,agent_to_customer,bank_agent,cvv,Please tell me your cvv,My cvv is shared,reveal,no,,cvv,yes,high
5318,agent_to_customer,bank_agent,cvv,Please tell me your cvv,I cannot share my cvv,deny,no,,cvv,no,low
5319,agent_to_customer,bank_agent,otp,Please tell me your otp,My otp is shared,reveal,no,,otp,yes,high
5320,agent_to_customer,bank_agent,otp,Please tell me your otp,I cannot share my otp,deny,no,,otp,no,low
5321,agent_to_customer,unknown,login_password,Please tell me your login password,My login password is shared,reveal,no,,login_password,yes,high
5322,agent_to_customer,unknown,login_password,Please tell me your login password,I cannot share my login password,deny,no,,login_password,no,low
5323,agent_to_customer,relative,aadhaar,Please tell me your aadhaar,"You are my father, so here it is",reveal,yes,father,aadhaar,yes,medium
5324,agent_to_customer,relative,aadhaar,Please tell me your aadhaar,I cannot share my aadhaar,deny,yes,father,aadhaar,no,low
5325,agent_to_customer,bank_agent,upi,Please tell me your upi,My upi is shared,reveal,no,,upi,yes,high
5326,agent_to_customer,bank_agent,upi,Please tell me your upi,I cannot share my upi,deny,no,,upi,no,low
5327,agent_to_customer,bank_agent,account_number,Please tell me your account number,My account number is shared,reveal,no,,account_number,yes,high
5328,agent_to_customer,bank_agent,account_number,Please tell me your account number,I cannot share my account number,deny,no,,account_number,no,low
5329,agent_to_customer,bank_agent,otp,Please tell me your otp,My otp is shared,reveal,no,,otp,yes,high
5330,agent_to_customer,bank_agent,otp,Please tell me your otp,I cannot share my otp,deny,no,,otp,no,low
5331,agent_to_customer,unknown,account_number,Please tell me your account number,My account number is shared,reveal,no,,account_number,yes,high
5332,agent_to_customer,unknown,account_number,Please tell me your account number,I cannot share my account number,deny,no,,account_number,no,low
5333,agent_to_customer,relative,upi,Please tell me your upi,"You are my friend, so here it is",reveal,yes,friend,upi,yes,medium
5334,agent_to_customer,relative,upi,Please tell me your upi,I cannot share my upi,deny,yes,friend,upi,no,low
5335,agent_to_customer,unknown,pin,Please tell me your pin,My pin is shared,reveal,no,,pin,yes,high
5336,agent_to_customer,unknown,pin,Please tell me your pin,I cannot share my pin,deny,no,,pin,no,low
5337,agent_to_customer,unknown,cvv,Please tell me your cvv,My cvv is shared,reveal,no,,cvv,yes,high
5338,agent_to_customer,unknown,cvv,Please tell me your cvv,I cannot share my cvv,deny,no,,cvv,no,low
5339,agent_to_customer,unknown,cvv,Please tell me your cvv,My cvv is shared,reveal,no,,cvv,yes,high
5340,agent_to_customer,unknown,cvv,Please tell me your cvv,I cannot share my cvv,deny,no,,cvv,no,low
5341,agent_to_customer,unknown,account_number,Please tell me your account number,My account number is shared,reveal,no,,account_number,yes,high
5342,agent_to_customer,unknown,account_number,Please tell me your account number,I cannot share my account number,deny,no,,account_number,no,low
5343,agent_to_customer,telecom_agent,cvv,Please tell me your cvv,My cvv is shared,reveal,no,,cvv,yes,high
5344,agent_to_customer,telecom_agent,cvv,Please tell me your cvv,I cannot share my cvv,deny,no,,cvv,no,low
5345,agent_to_customer,telecom_agent,otp,Please tell me your otp,My otp is shared,reveal,no,,otp,yes,high
5346,agent_to_customer,telecom_agent,otp,Please tell me your otp,I cannot share my otp,deny,no,,otp,no,low
5347,agent_to_customer,unknown,otp,Please tell me your otp,My otp is shared,reveal,no,,otp,yes,high
5348,agent_to_customer,unknown,otp,Please tell me your otp,I cannot share my otp,deny,no,,otp,no,low
5349,agent_to_customer,telecom_agent,upi,Please tell me your upi,My upi is shared,reveal,no,,upi,yes,high
5350,agent_to_customer,telecom_agent,upi,Please tell me your upi,I cannot share my upi,deny,no,,upi,no,low
5351,agent_to_customer,bank_agent,login_password,Please tell me your login password,My login password is shared,reveal,no,,login_password,yes,high
5352,agent_to_customer,bank_agent,login_password,Please tell me your login password,I cannot share my login password,deny,no,,login_password,no,low
5353,agent_to_customer,telecom_agent,upi,Please tell me your upi,My upi is shared,reveal,no,,upi,yes,high
5354,agent_to_customer,telecom_agent,upi,Please tell me your upi,I cannot share my upi,deny,no,,upi,no,low
5355,agent_to_customer,unknown,login_password,Please tell me your login password,My login password is shared,reveal,no,,login_password,yes,high
5356,agent_to_customer,unknown,login_password,Please tell me your login password,I cannot share my login password,deny,no,,login_password,no,low
5357,agent_to_customer,relative,login_password,Please tell me your login password,"You are my mother, so here it is",reveal,yes,mother,login_password,yes,medium
5358,agent_to_customer,relative,login_password,Please tell me your login password,I cannot share my login password,deny,yes,mother,login_password,no,low
5359,agent_to_customer,relative,otp,Please tell me your otp,"You are my brother, so here it is",reveal,yes,brother,otp,yes,medium
5360,agent_to_customer,relative,otp,Please tell me your otp,I cannot share my otp,deny,yes,brother,otp,no,low
5361,agent_to_customer,relative,pin,Please tell me your pin,"You are my friend, so here it is",reveal,yes,friend,pin,yes,medium
5362,agent_to_customer,relative,pin,Please tell me your pin,I cannot share my pin,deny,yes,friend,pin,no,low
5363,agent_to_customer,relative,aadhaar,Please tell me your aadhaar,"You are my brother, so here it is",reveal,yes,brother,aadhaar,yes,medium
5364,agent_to_customer,relative,aadhaar,Please tell me your aadhaar,I cannot share my aadhaar,deny,yes,brother,aadhaar,no,low
5365,agent_to_customer,bank_agent,login_password,Please tell me your login password,My login password is shared,reveal,no,,login_password,yes,high
5366,agent_to_customer,bank_agent,login_password,Please tell me your login password,I cannot share my login password,deny,no,,login_password,no,low
5367,agent_to_customer,telecom_agent,pin,Please tell me your pin,My pin is shared,reveal,no,,pin,yes,high
5368,agent_to_customer,telecom_agent,pin,Please tell me your pin,I cannot share my pin,deny,no,,pin,no,low
5369,agent_to_customer,unknown,aadhaar,Please tell me your aadhaar,My aadhaar is shared,reveal,no,,aadhaar,yes,high
5370,agent_to_customer,unknown,aadhaar,Please tell me your aadhaar,I cannot share my aadhaar,deny,no,,aadhaar,no,low
5371,agent_to_customer,telecom_agent,cvv,Please tell me your cvv,My cvv is shared,reveal,no,,cvv,yes,high
5372,agent_to_customer,telecom_agent,cvv,Please tell me your cvv,I cannot share my cvv,deny,no,,cvv,no,low
5373,agent_to_customer,bank_agent,pin,Please tell me your pin,My pin is shared,reveal,no,,pin,yes,high
5374,agent_to_customer,bank_agent,pin,Please tell me your pin,I cannot share my pin,deny,no,,pin,no,low
5375,agent_to_customer,unknown,upi,Please tell me your upi,My upi is shared,reveal,no,,upi,yes,high
5376,agent_to_customer,unknown,upi,Please tell me your upi,I cannot share my upi,deny,no,,upi,no,low
5377,agent_to_customer,unknown,otp,Please tell me your otp,My otp is shared,reveal,no,,otp,yes,high
5378,agent_to_customer,unknown,otp,Please tell me your otp,I cannot share my otp,deny,no,,otp,no,low
5379,agent_to_customer,unknown,otp,Please tell me your otp,My otp is shared,reveal,no,,otp,yes,high
5380,agent_to_customer,unknown,otp,Please tell me your otp,I cannot share my otp,deny,no,,otp,no,low
5381,agent_to_customer,relative,upi,Please tell me your upi,"You are my father, so here it is",reveal,yes,father,upi,yes,medium
5382,agent_to_customer,relative,upi,Please tell me your upi,I cannot share my upi,deny,yes,father,upi,no,low
5383,agent_to_customer,bank_agent,account_number,Please tell me your account number,My account number is shared,reveal,no,,account_number,yes,high
5384,agent_to_customer,bank_agent,account_number,Please tell me your account number,I cannot share my account number,deny,no,,account_number,no,low
5385,agent_to_customer,bank_agent,account_number,Please tell me your account number,My account number is shared,reveal,no,,account_number,yes,high
5386,agent_to_customer,bank_agent,account_number,Please tell me your account number,I cannot share my account number,deny,no,,account_number,no,low
5387,agent_to_customer,relative,aadhaar,Please tell me your aadhaar,"You are my mother, so here it is",reveal,yes,mother,aadhaar,yes,medium
5388,agent_to_customer,relative,aadhaar,Please tell me your aadhaar,I cannot share my aadhaar,deny,yes,mother,aadhaar,no,low
5389,agent_to_customer,telecom_agent,cvv,Please tell me your cvv,My cvv is shared,reveal,no,,cvv,yes,high
5390,agent_to_customer,telecom_agent,cvv,Please tell me your cvv,I cannot share my cvv,deny,no,,cvv,no,low
5391,agent_to_customer,unknown,account_number,Please tell me your account number,My account number is shared,reveal,no,,account_number,yes,high
